spot,doc_freq,sentiment_score,network_status,cluster_label,kkday_status
"乃木神社",3,0.5063,"孤立","孤立節點",""
"高松城",3,0.5062,"孤立","孤立節點",""
"三眼怪麻糬",3,0.505,"孤立","孤立節點",""
"古宇利海洋塔",3,0.5045,"孤立","孤立節點",""
"豐島美術館",3,0.5017,"孤立","孤立節點",""
"烏丸",3,0.5016,"孤立","孤立節點",""
"龍宮城展望台",3,0.5013,"孤立","孤立節點",""
"常陸海濱公園",3,0.4997,"孤立","孤立節點",""
"小值賀島",3,0.4992,"孤立","孤立節點",""
"冰川丸",3,0.4991,"孤立","孤立節點",""
"休暇村",3,0.4989,"網絡節點","其他群集",""
"淵神社",3,0.4985,"孤立","孤立節點",""
"三笠",3,0.4985,"孤立","孤立節點",""
"稻荷大社",3,0.4966,"孤立","孤立節點",""
"奧宮",3,0.4936,"孤立","孤立節點",""
"大和號",3,0.4924,"孤立","孤立節點",""
"五湖",3,0.4914,"網絡節點","其他群集",""
"本谷橋",3,0.49,"網絡節點","中部日本圈",""
"七星之樹",3,0.4892,"孤立","孤立節點",""
"西公園",3,0.4888,"孤立","孤立節點",""
"石之教會 内村鑑三記念堂",3,0.4884,"孤立","孤立節點",""
"義經岩",3,0.4882,"網絡節點","中部日本圈",""
"祖谷藤蔓橋",3,0.4881,"孤立","孤立節點",""
"朝霧橋",3,0.4879,"網絡節點","其他群集",""
"小小兵乘車遊",3,0.4874,"網絡節點","其他群集",""
"鮭魚卵",3,0.4869,"孤立","孤立節點",""
"運河",3,0.4852,"孤立","孤立節點",""
"寒霞溪",3,0.4851,"網絡節點","瀨戶內海島圈",""
"長田屋",3,0.4845,"孤立","孤立節點",""
"見晴之丘",3,0.4821,"孤立","孤立節點",""
"スコトン岬",3,0.4808,"孤立","孤立節點",""
"瑪莉歐賽車",3,0.4806,"孤立","孤立節點",""
"高千穗小火車",3,0.4801,"孤立","孤立節點",""
"寂光院",3,0.4799,"孤立","孤立節點",""
"宇治公園",3,0.4795,"網絡節點","其他群集",""
"索隆銅像",3,0.4789,"孤立","孤立節點",""
"舊古河庭園",3,0.4781,"孤立","孤立節點",""
"中通島",3,0.4773,"網絡節點","其他群集",""
"太鼓橋",3,0.477,"孤立","孤立節點",""
"田代橋",3,0.4759,"孤立","孤立節點",""
"日光二荒山神社",3,0.4758,"孤立","孤立節點",""
"藤森神社",3,0.4755,"孤立","孤立節點",""
"利尻",3,0.474,"網絡節點","其他群集",""
"子ノ口",3,0.4737,"孤立","孤立節點",""
"斜角巷",3,0.4728,"孤立","孤立節點",""
"高德院",3,0.4697,"網絡節點","東京周邊圈",""
"澀谷SKY",3,0.4696,"孤立","孤立節點",""
"立山站",3,0.4692,"網絡節點","其他群集",""
"原爆ドーム",3,0.4686,"孤立","孤立節點",""
"海之中道水族館",3,0.4682,"孤立","孤立節點",""
"福浦島",3,0.4668,"網絡節點","東北自然圈",""
"平和島",3,0.4644,"孤立","孤立節點",""
"蜻蜓之湯",3,0.464,"孤立","孤立節點",""
"雪猴公園",3,0.4631,"孤立","孤立節點",""
"香林坊",3,0.4628,"孤立","孤立節點",""
"比叡山",3,0.4618,"孤立","孤立節點",""
"奧穗高岳",3,0.4611,"網絡節點","中部日本圈",""
"田代島",3,0.4595,"孤立","孤立節點",""
"豐洲",3,0.4588,"孤立","孤立節點",""
"安利美特",3,0.4572,"孤立","孤立節點",""
"有樂町",3,0.4571,"孤立","孤立節點",""
"若松島",3,0.4566,"網絡節點","其他群集",""
"建長寺",3,0.4559,"孤立","孤立節點",""
"彥根",3,0.4527,"孤立","孤立節點",""
"白絲瀑布",3,0.4525,"網絡節點","東京周邊圈",""
"御橋",3,0.452,"網絡節點","九州自然圈",""
"佐賀城跡",3,0.4503,"孤立","孤立節點",""
"大步危峽",3,0.4501,"孤立","孤立節點",""
"貓島",3,0.4499,"孤立","孤立節點",""
"藏王狐狸村",3,0.4497,"孤立","孤立節點",""
"萬年雪山莊",3,0.4463,"網絡節點","富士山圈",""
"伊勢",3,0.4444,"孤立","孤立節點",""
"沙丁魚",3,0.4442,"孤立","孤立節點",""
"八食中心",3,0.4442,"孤立","孤立節點",""
"縣廳前",3,0.4437,"孤立","孤立節點",""
"櫻花瀑布",3,0.4428,"網絡節點","其他群集",""
"柯南大橋",3,0.4423,"孤立","孤立節點",""
"千手觀音",3,0.4422,"孤立","孤立節點",""
"東京大神宮",3,0.4407,"孤立","孤立節點",""
"敦賀",3,0.4399,"孤立","孤立節點",""
"清水港",3,0.4392,"孤立","孤立節點",""
"尼克斯海洋公園",3,0.4392,"孤立","孤立節點",""
"二の鳥居",3,0.4386,"孤立","孤立節點",""
"鎌倉高校",3,0.4384,"網絡節點","東京周邊圈",""
"越後湯澤站",3,0.4381,"孤立","孤立節點",""
"天空之城",3,0.4368,"孤立","孤立節點",""
"葦毛崎展望台",3,0.4366,"孤立","孤立節點",""
"毛豆奶昔",3,0.4354,"孤立","孤立節點",""
"松阪屋",3,0.4332,"孤立","孤立節點",""
"伊勢山皇大神宮",3,0.4332,"孤立","孤立節點",""
"木津市場",3,0.4308,"孤立","孤立節點",""
"久賀島",3,0.4308,"孤立","孤立節點",""
"比目魚",3,0.4265,"孤立","孤立節點",""
"二之丸御殿",3,0.426,"孤立","孤立節點",""
"吉卜力美術館",3,0.424,"孤立","孤立節點",""
"高田馬場",3,0.4224,"孤立","孤立節點",""
"鬼怒川",3,0.4194,"孤立","孤立節點",""
"高岳",3,0.4187,"網絡節點","九州自然圈",""
"妙蛙種子",3,0.4179,"孤立","孤立節點",""
"藥王院",3,0.4156,"網絡節點","東京周邊圈",""
"西之丸庭園",3,0.4138,"孤立","孤立節點",""
"銚子大滝",3,0.4127,"孤立","孤立節點",""
"觀音崎燈塔",3,0.4117,"網絡節點","其他群集",""
"荒川登山口",3,0.4114,"孤立","孤立節點",""
"青森物產館",3,0.4111,"孤立","孤立節點",""
"雲井瀑布",3,0.4068,"孤立","孤立節點",""
"獅子",3,0.4066,"孤立","孤立節點",""
"廣田神社",3,0.4062,"孤立","孤立節點",""
"北向觀音堂",3,0.4031,"孤立","孤立節點",""
"那霸空港",3,0.4021,"孤立","孤立節點",""
"水壩",3,0.4019,"孤立","孤立節點",""
"溪邊",3,0.4018,"孤立","孤立節點",""
"虎鯨",3,0.4012,"孤立","孤立節點",""
"小町通",3,0.4005,"孤立","孤立節點",""
K-Arena,3,0.4005,"孤立","孤立節點",""
"鎌倉高校前",3,0.3991,"孤立","孤立節點",""
"讀谷村",3,0.3974,"網絡節點","其他群集",""
"鬼山地獄",3,0.3971,"網絡節點","其他群集",""
"博多港",3,0.3964,"孤立","孤立節點",""
"藤田記念庭園",3,0.3957,"孤立","孤立節點",""
"楓葉迴廊",3,0.3947,"網絡節點","富士山圈",""
"清酒",3,0.3917,"孤立","孤立節點",""
"天神橋筋商店街",3,0.3902,"孤立","孤立節點",""
"八合目",3,0.3895,"孤立","孤立節點",""
"巖流島",3,0.389,"孤立","孤立節點",""
"箱根町港",3,0.3871,"孤立","孤立節點",""
"川崎",3,0.3861,"孤立","孤立節點",""
"常樂寺",3,0.386,"網絡節點","其他群集",""
"東京市區",3,0.3857,"孤立","孤立節點",""
"銀座線",3,0.381,"孤立","孤立節點",""
"白山比咩神社",3,0.3794,"孤立","孤立節點",""
"星野製茶園",3,0.3769,"孤立","孤立節點",""
"青森魚菜中心",3,0.3758,"孤立","孤立節點",""
"佐渡加茂湖",3,0.3741,"孤立","孤立節點",""
"長崎公園",3,0.3731,"網絡節點","富士山圈",""
"大觀峰展望所",3,0.3724,"孤立","孤立節點",""
"清水",3,0.3686,"孤立","孤立節點",""
"鋼彈工廠",3,0.3675,"孤立","孤立節點",""
"繩文杉",3,0.3628,"孤立","孤立節點",""
"龍捲地獄",3,0.3626,"網絡節點","其他群集",""
"吉香公園",3,0.3593,"網絡節點","宮島・神戶圈",""
"別所神社",3,0.3585,"網絡節點","其他群集",""
"須磨海洋世界",3,0.356,"孤立","孤立節點",""
"美女與野獸城堡",3,0.3552,"孤立","孤立節點",""
"熊本城稻荷神社",3,0.3509,"孤立","孤立節點",""
"恐龍博物館",3,0.3489,"孤立","孤立節點",""
"樂壽園",3,0.3482,"網絡節點","富士山圈",""
"德澤園",3,0.3464,"網絡節點","中部日本圈",""
"倉敷美觀",3,0.3462,"孤立","孤立節點",""
"御堂筋",3,0.3421,"孤立","孤立節點",""
"翡翠",3,0.3405,"孤立","孤立節點",""
"魚市場",3,0.3389,"孤立","孤立節點",""
"伊丹",3,0.3259,"孤立","孤立節點",""
"六合目",3,0.3227,"孤立","孤立節點",""
"男鹿半島",3,0.3226,"孤立","孤立節點",""
"鶴之湯",3,0.3119,"孤立","孤立節點",""
"東鄉神社",3,0.3114,"孤立","孤立節點",""
"越前大野城",3,0.3078,"孤立","孤立節點",""
"能代籃球博物館",3,0.3074,"孤立","孤立節點",""
"水戶站",3,0.3038,"孤立","孤立節點",""
"橫濱港博物館",3,0.2997,"孤立","孤立節點",""
"越後湯沢",3,0.2974,"孤立","孤立節點",""
"海龜",3,0.2972,"孤立","孤立節點",""
"北海道開拓村",3,0.2934,"孤立","孤立節點",""
"休屋",3,0.2919,"網絡節點","東北自然圈",""
"哆啦A夢",3,0.2915,"孤立","孤立節點",""
"薯條三兄弟",3,0.285,"孤立","孤立節點",""
"難波八坂神社",3,0.2801,"網絡節點","宮島・神戶圈",""
"天下茶屋",3,0.28,"孤立","孤立節點",""
"仙巌園",3,0.2784,"孤立","孤立節點",""
"格納庫",3,0.2776,"孤立","孤立節點",""
"黑部",3,0.2679,"孤立","孤立節點",""
"只見線",3,0.2647,"孤立","孤立節點",""
"屋形船",3,0.2596,"孤立","孤立節點",""
"和平公園",3,0.2418,"孤立","孤立節點",""
"余市",3,0.2379,"網絡節點","北海道道南圈",""
"相生橋",3,0.2375,"孤立","孤立節點",""
"大鳥神社",3,0.2335,"孤立","孤立節點",""
"石卷",3,0.2289,"孤立","孤立節點",""
"毛蟹",3,0.2271,"孤立","孤立節點",""
"新青森站",3,0.2175,"孤立","孤立節點",""
"星野",3,0.1976,"孤立","孤立節點",""
"龍卷地獄",3,0.1965,"孤立","孤立節點",""
"汐入",3,0.182,"孤立","孤立節點",""
"洞爺",3,0.1706,"網絡節點","北海道道南圈",""
"福田麵包",3,0.1559,"孤立","孤立節點",""
